Scientific name,Name status,Group,Source database
"Schizoporella  stylifera  perforata  (Kluge, 1955) or 1952","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  tetragona    (Reuss, 1848)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  thompsoni    Kluge, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  trimorpha    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  umbonata    O'Donoghue & O'Donoghue, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  unicornis    (Johnston in Wood, 1844)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  aviculifera    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  calveti    d'Hondt, 1975","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  dentata    (Calvet, 1931)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  elongata    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  granulosa    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  hassi    Harmelin, Bitar & Zibrowius, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  imperati    Busk, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  longisetae    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  pungens    (Canu & Bassler, 1925)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  robusta    Hayward, 2000","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  serratimargo    (Hincks, 1886)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  solanderia    (Risso, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoretepora  tessellata    (Hincks, 1878)","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  bicornis    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  cinctipora    (Hincks, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  conjuncta    (Uttley & Bullivant, 1972)","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  lizzya    Florence, Hayward & Gibbons, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  maplestonei    (MacGillivray, 1879)","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  melanobater    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  pedicellata    Soule, Soule & Chaney, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  planovicellata    Vigneaux, 1949","accepted name","Animalia","WoRMS Bryozoa"
"Schizosmittina  vitrea    (MacGillivray, 1879)","accepted name","Animalia","WoRMS Bryozoa"
"Schizostomella  socialis    (Busk, 1859)","accepted name","Animalia","WoRMS Bryozoa"
"Schizotheca  aviculifera    Canu & Bassler, 1925","accepted name","Animalia","WoRMS Bryozoa"
"Schizotheca  buski    Reverter-Gil & Fernandez-Pulpeiro, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Schizotheca  carmenae    Reverter-Gil & Fernandez-Pulpeiro, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Schizotheca  divisa    (Norman, 1864)","accepted name","Animalia","WoRMS Bryozoa"
"Schizotheca  fissa    (Busk, 1856)","accepted name","Animalia","WoRMS Bryozoa"
"Schizotheca  tuberigera    (Jullien in Jullien & Calvet, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Schizotheca  umbonata    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Sclerodomus  denticulatus    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Sclerodomus  gracilis    Gordon, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Sclerodomus  myriozoides    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Sclerodomus  rusticus    (d'Orbigny, 1842)","accepted name","Animalia","WoRMS Bryozoa"
"Scorpiodinipora  costulata    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Scruparia  ambigua    (d'Orbigny, 1841)","accepted name","Animalia","WoRMS Bryozoa"
"Scruparia  chelata    (Linnaeus, 1758)","accepted name","Animalia","WoRMS Bryozoa"
"Scruparia  spiralis    Hasenbank, 1932","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocaberea  gilbertensis    (Maplestone, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocaberea  maderensis    (Busk, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocaberea  ornithorhyncus    (Wyville Thomson, 1858)","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  aegeensis    Harmelin, 1969","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  bifurcata    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  delilii    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  harmeri    Osburn, 1947","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  incurvata    Waters, 1897","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  inermis    Norman, 1867","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  intermedia    Norman, 1893","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  jullieni    Hayward, 1978","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  minuta    (Kirkpatrick, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  muricata    (Lamouroux, 1816)","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  puelcha    (d'Orbigny, 1841)","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  scrupea    Busk, 1852","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellaria  scruposa    (Linnaeus, 1758)","accepted name","Animalia","WoRMS Bryozoa"
"Scrupocellarinella  rostrata    d'Hondt & Schopf, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Scuticella  plagiostoma    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Securiflustra  bifoliata    (d'Hondt, 1981)","accepted name","Animalia","WoRMS Bryozoa"
"Securiflustra  securifrons    (Pallas, 1766)","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  bimorphocella    Maplestone, 1904","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  concinna    Tenison-Woods, 1880","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  exasperans    Cook & Chimonides, 1987","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  hexagonalis    Maplestone, 1904","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  initia    (Waters, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  kayae    Conroy, Cook & Bock, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  kompseia    Cook & Chimonides, 1987","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  maculata    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  maplestonei    Cook & Chimonides, 1987","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  meganae    Conroy, Cook & Bock, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  minor    Maplestone, 1911","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  occidenta    Cook & Chimonides, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  parapunctata    Cook & Chimonides, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  pulchella    MacGillivray, 1895","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  punctata    Tenison-Woods, 1880","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  varians    Cook & Chimonides, 1987","accepted name","Animalia","WoRMS Bryozoa"
"Selenaria  verconis    Parker & Cook, 1994","accepted name","Animalia","WoRMS Bryozoa"
"Selenariopsis  gabrieli    Maplestone, 1913","accepted name","Animalia","WoRMS Bryozoa"
"Semibugula  birulai    Kluge, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Semibugula  elegantissima    d'Hondt & Gordon, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Semibugula  enigmatica    Gordon, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Semidendrobeania  pallida    d'Hondt & Gordon, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Semidendrobeania  versicolor    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Semihaswellia  proboscidea    (Waters, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Semihaswellia  sinuosa    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Semihaswellia  sulcosa    Canu & Bassler, 1930","accepted name","Animalia","WoRMS Bryozoa"
"Semihaswellia  umbrella    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Semikinetoskias  dubia    Silén, 1941","accepted name","Animalia","WoRMS Bryozoa"
"Septentriopora  denisenkoae    Kuklinski & Taylor, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Septentriopora  karasi    Kuklinski & Taylor, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Septentriopora  nigrans    (Hincks, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Serpentipora  africana    Brood, 1976","accepted name","Animalia","WoRMS Bryozoa"
"Serratiflustra  serrulata    (Busk, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Sertulipora  guttata    Harmelin & d'Hondt, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Sessibugula  barrosoi    Lopez de la Cuadra & Garcia-Gomez, 1994","accepted name","Animalia","WoRMS Bryozoa"
"Sessibugula  translucens    Osburn, 1950","accepted name","Animalia","WoRMS Bryozoa"
"Setosella  antilleana    Weisbord, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Setosella  cavernicola    Harmelin, 1977","accepted name","Animalia","WoRMS Bryozoa"
"Setosella  folini    Jullien, 1882","accepted name","Animalia","WoRMS Bryozoa"
"Setosella  spiralis    Silén, 1942","accepted name","Animalia","WoRMS Bryozoa"
"Setosella  vulnerata    (Busk, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Setosellina  capriensis    (Waters, 1926)","accepted name","Animalia","WoRMS Bryozoa"
"Setosellina  constricta    Harmer, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Setosellina  elegantula    d'Hondt & Schopf, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Setosellina  goesi    (Silén, 1942)","accepted name","Animalia","WoRMS Bryozoa"
"Setosellina  roulei    Calvet, 1906","accepted name","Animalia","WoRMS Bryozoa"
"Simibryocryptella  wiebachi    (d'Hondt, 1977)","accepted name","Animalia","WoRMS Bryozoa"
"Sineportella  forbesi    Wood & Marsh, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Sinocellaria  uniseriata    (Liu, 1984)","accepted name","Animalia","WoRMS Bryozoa"
"Sinoflustra  amoyensis    (Robertson, 1921)","accepted name","Animalia","WoRMS Bryozoa"
"Sinoflustra  annae    (Osburn, 1953)","accepted name","Animalia","WoRMS Bryozoa"
"Sinoflustra  arabianensis    Menon & Nair, 1975","accepted name","Animalia","WoRMS Bryozoa"
"Sinupetraliella  affinis    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Sinupetraliella  cylindrica    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Sinupetraliella  formidabilis    Moyano, 2000","accepted name","Animalia","WoRMS Bryozoa"
"Sinupetraliella  gigantea    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Sinupetraliella  grandicella    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Sinupetraliella  litoralis    (Hastings, 1932)","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  armata    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  confusiata    Guha & Gopikrishna, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  cylindrica    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  excentrica    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  formosa    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  glabra    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  granulosa    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  hexaserialis    Guha & Gopikrishna, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  insolita    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  mosaica    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  occidentalis    Bock & Cook, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  serrulata    Busk, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  symetrica    David & Pouyet, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Siphonicytara  vittata    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Siphonoporella  aviculifera    Silén, 1941","accepted name","Animalia","WoRMS Bryozoa"
"Siphonoporella  delicatissima    (Busk, 1861)","accepted name","Animalia","WoRMS Bryozoa"
"Siphonoporella  dumonti    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Siphonoporella  nodosa    Hincks, 1880","accepted name","Animalia","WoRMS Bryozoa"
"Siphonoporella  ovalis    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Smithsonius  dorothea    (Winston & Beaulieu, 1999)","accepted name","Animalia","WoRMS Bryozoa"
"Smithsonius  striatus    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Smitticellaria  tectiformis    (Hayward & Cook, 1979)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  abditavicularis    Rogick, 1956","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  abyssicola    (Harmer, 1957)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  acuminata    (Ridley, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  affinis    (Hincks, 1862)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  alata    d'Hondt, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  alticollarita    Rogick, 1956","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  altirostris    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  anecdota    Hayward & Thorpe, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  antarctica    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  asymmetrica    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  azorensis    (Jullien, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  baccata    Canu & Bassler, 1930","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  bella    (Busk, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  beringia    Kluge, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  cervicornis    (Pallas, 1766)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  chilensis    Moyano, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  colleti    (Jullien in Jullien & Calvet, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  colletti    (Jullien, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  cordata    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  cribraria    (MacGillivray, 1886)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  crystallina    (Norman, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  ctenocondyla    Hayward & Thorpe, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  dieuzeidei    Gautier, 1955","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  diffidentia    Hayward & Thorpe, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  directa    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  ectoproctolitica    Moyano, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  euparypha    Marcus, 1921","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  excertiaviculata    Rogick, 1956","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  exclusa    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  fallax    Jullien, 1903","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  ferruginea    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  fragaria    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  glebula    Hayward & Thorpe, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  hatsushima    Okada & Mawatari, 1937","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  humilis    Gontar, 2008","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  impellucida    Gontar, 2008","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  incernicula    Hayward & Thorpe, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  insulata    Hayward & Thorpe, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  isabelae    Souto, Berning & Ostrovsky, 2016","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  jacobensis    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  jacquelinae    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  jordii    Reverter Gil & Fernandez Pulpeiro, 1999","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  jullieni    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  kobjakovae    Androsova, 1958","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  kukuiula    Soule & Soule, 1973","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  kussakini    Gontar, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  landsborovii    (Johnston, 1847)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  lebruni    (Waters, 1905)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  leptodentata    Hayward & Thorpe, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  maccullochae    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  malleolus    (Hincks, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  malouinensis    (Jullien, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  marionensis    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  minima    Powell, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  minuscula    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  molarifera    Moyano, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  monacha    (Jullien, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  mucronata    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  muliebris    Kluge, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  multanguloporata    Gontar, 2008","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  nitidissima    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  normani    Aristegui, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  numma    Marcus, 1949","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  obicullata    Rogick, 1956","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  obicullatoidea    Liu & Hu, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  oblita    Lopez Gappa, 2002","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  obscura    (MacGillivray, 1891)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  oculata    (MacGillivray, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  ovirotula    Soule, Soule & Chaney, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  palisada    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  papillifera    (MacGillivray, 1869)","accepted name","Animalia","WoRMS Bryozoa"
"Smittina  personata    (Hincks, 1884)","accepted name","Animalia","WoRMS Bryozoa"
