Scientific name,Name status,Group,Source database
"Reteporella  simplex    (Waters, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  smitti    Gautier, 1955","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  sparteli    (Calvet, 1906)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  spatulifera    (Waters, 1905)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  spinosissima    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  sudbournensis    (Gautier, 1962)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  sudbourniensis    Gautier, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  suluensis    (Harmer, 1934)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  syrtoxylon    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  tenuitelifera    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  terebrata    (Buchner, 1924)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  trabeculifera    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  tristis    (Jullien, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  tuberosa    Hayward, 2000","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  unguicula    Hayward, 2004","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  vallata    Hayward, 2000","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  verecunda    (Hayward & Cook, 1983)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporella  watersi    (Nordgaard, 1907)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  babelensis    (Chapman, 1941)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  berylae    Branch & Hayward, 2005","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  bilabiata    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  capistrata    Harmer, 1934","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  conservatrix    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  delicatula    Hayward, 1974","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  denticulata    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  denticulata  gracilis  Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  evelinae    Marcus, 1955","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  granulosa    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  hyperborea    Hayward, 1994","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  idmoneoides    Harmer, 1934","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  laxipes    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  marsupiata    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  moyanoi    d'Hondt, 1981","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  orstomia    (Gordon & d'Hondt, 1997)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  pectinata    (Kirkpatrick, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  projecta    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  prominens    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  sagitta    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  samoensis    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  sileni    Hayward, 1999","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  spiramina    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Reteporellina  yanucensis    Hayward, 2000","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  acuta    (Hincks, 1885)","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  aggregata    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  akdenizae    Chimenz, Nicoletti & Lippi Boncambi, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  areolata    (Canu & Bassler, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  caribbea    (Osburn, 1947)","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  lata    Osburn, 1950","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  mesitis    (Marcus, 1949)","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  neozelanica    Powell, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  osburni    Soule, 1959","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  sejuncta    (MacGillivray, 1891)","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  tubulata    (Hastings, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Retevirgula  zoeciulifera    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Retiflustra  cornea    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Retiflustra  reticulum    (Hincks, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Retiflustra  schoenaui    Levinsen, 1909","accepted name","Animalia","WoRMS Bryozoa"
"Reussia  baculina    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Reussia  granulosa    (Canu & Bassler, 1925)","accepted name","Animalia","WoRMS Bryozoa"
"Reussia  lata    (Androsova, 1958)","accepted name","Animalia","WoRMS Bryozoa"
"Reussia  minor    (Androsova, 1958)","accepted name","Animalia","WoRMS Bryozoa"
"Reussia  porosa    (Androsova, 1958)","accepted name","Animalia","WoRMS Bryozoa"
"Reussina  impressa    (Reuss, 1846)","accepted name","Animalia","WoRMS Bryozoa"
"Reussinella  arctica    (Osburn, 1950)","accepted name","Animalia","WoRMS Bryozoa"
"Reussirella  doma    (d'Orbigny, 1853)","accepted name","Animalia","WoRMS Bryozoa"
"Reussirella  indica    (Cook, 1965)","accepted name","Animalia","WoRMS Bryozoa"
"Reussirella  lagaaiji    (Cadee, 1975)","accepted name","Animalia","WoRMS Bryozoa"
"Reussirella  multispinata    (Canu & Bassler, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Reussirella  owenii    (Gray, 1828)","accepted name","Animalia","WoRMS Bryozoa"
"Reussirella  owenii  disciformis  (Cook, 1965)","accepted name","Animalia","WoRMS Bryozoa"
"Reussirella  pyriformis    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Rhabdozoum  stephensoni    O'Donoghue & de Watteville, 1944","accepted name","Animalia","WoRMS Bryozoa"
"Rhabdozoum  wilsoni    (Hincks, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphosmittina  bassleri    (Rogick, 1956)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  alutacea    Gontar, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  argentea    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  bilaminata    (Hincks, 1877)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  bilaminata  sibirica  Kluge, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  cellata    (O'Donoghue & O'Donoghue, 1926)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  costata    Lorenz, 1886","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  cristata    Hincks, 1889","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  curvirostrata    O'Donoghue & O'Donoghue, 1923","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  gigantea    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  hincksi    Nordgaard, 1906","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  magnirostris    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  ovata    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  peristomata    Gontar, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  plicata    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  radiatula    (Hincks, 1877)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  scabra    (O. Fabricius, 1780)","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  scabra  orientalis  Kluge, 1961","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  sollers    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  spinigera    Lorenz, 1886","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  townsendi    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Rhamphostomella  ussowi    (Kluge, 1908)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  abscondum    Florence, Hayward & Gibbons, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  adamanteus    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  angulatum    Levinsen, 1909","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  arborescens    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  ardeolum    Ryland & Hayward, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  attina    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  beatulum    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  bifurcum    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  bispinosum    (Johnston, 1847)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  celestinoi    Souto, Reverter-Gil & Fernández-Pulpeiro, 2010","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  compactum    (Thornely, 1905)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  complanatum    (Maplestone, 1913)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  confusum    (Calvet, 1906)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  corniculatum    (Maplestone, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  corniger    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  crenulatum    (Waters, 1887)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  delicatulum    (MacGillivray, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  detectum    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  discus    (Kirkpatrick, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  documentum    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  ferocula    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  fistulosum    Hayward, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  fulgidum    O'Donoghue & de Watteville, 1935","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  glabrum    Dick, Grischenko & Mawatari, 2005","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  globosum    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  grandiporosum    (Canu & Bassler, 1925)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  haha    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  incallidum    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  inclemens    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  incomitatum    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  incrassatum    (Hincks, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  larreyi    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  laterale    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  ligulatum    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  limatulum    Ryland & Hayward, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  longirostris    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  multiformatatum    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  nasutum    Marcus, 1938","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  neapolitanum    Gautier, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  nudum    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  obliquimandibulatum    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  oscitans    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  paa    Uttley & Bullivant, 1972","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  phrynoglossum    Marcus, 1937","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  profundum    (MacGillivray, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  pseudodigitatum    Zabala & Maluquer, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  ptarmicum    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  pustulans    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  quadrispinatum    Zabala & Maluquer, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  rosae    Souto, Reverter-Gil & Fernández-Pulpeiro, 2010","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  rostratum    (Busk, 1855)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  scopulorum    Ryland & Hayward, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  solidum    Osburn, 1914","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  solitarium    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  spicatum    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  splendens    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  stomachosum    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  taoraensis    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  triangulare    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  tristelidion    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  tuberosum    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  tubulosum    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  tumulosum    (Hincks, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  verruculatum    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Rhynchozoon  zealandicum    Gordon, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Richbunea  gracilis    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Richbunea  incomposita    (Gordon, 1984)","accepted name","Animalia","WoRMS Bryozoa"
"Riscodopa  cotyla    (Cook & Chimonides, 1981)","accepted name","Animalia","WoRMS Bryozoa"
"Riscodopa  hyalina    Cook & Bock, 2002","accepted name","Animalia","WoRMS Bryozoa"
"Riscodopa  parva    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Riscodopa  paucipora    Cook & Bock, 2002","accepted name","Animalia","WoRMS Bryozoa"
"Robertsonidra  argentea    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Robertsonidra  bacrionis    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Robertsonidra  harmeri    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Robertsonidra  oligopus    (Robertson, 1908)","accepted name","Animalia","WoRMS Bryozoa"
"Robertsonidra  porifera    (Maplestone, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Robertsonidra  praecipua    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Robertsonidra  sutila    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Rodinopora  magnifica    Taylor & Grischenko, 1999","accepted name","Animalia","WoRMS Bryozoa"
"Rogicka  biserialis    (Hincks, 1885)","accepted name","Animalia","WoRMS Bryozoa"
"Rogicka  oceanica    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Rogicka  scopae    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Romancheina  asymmetrica    Moyano, 1975","accepted name","Animalia","WoRMS Bryozoa"
"Romancheina  barica    (Rogick, 1955)","accepted name","Animalia","WoRMS Bryozoa"
"Romancheina  labiosa    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Rosseliana  baeticaensis    Alvarez, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Rosseliana  rosselii    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Rosulapelta  floridana    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Rosulapelta  repangulata    (Winston & Håkansson, 1986)","accepted name","Animalia","WoRMS Bryozoa"
"Sarsiflustra  abyssicola    (Sars G.O., 1872)","accepted name","Animalia","WoRMS Bryozoa"
"Sarsiflustra  anatina    Liu, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Sarsiflustra  japonica    Silén, 1938","accepted name","Animalia","WoRMS Bryozoa"
"Sarsiflustra  sinica    Liu, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Savignyella  lafontii    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Scalicella  crystallina    (Wyville Thomson, 1858)","accepted name","Animalia","WoRMS Bryozoa"
"Scalicella  umbonata    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Scenellopora  socialis    (Eichwald, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Schizobrachiella  convergens    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Schizobrachiella  porosa    (Verrill, 1879)","accepted name","Animalia","WoRMS Bryozoa"
"Schizobrachiella  sanguinea    (Norman, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Schizobrachiella  verrilli    (Maturo & Schopf, 1968)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  acuta    Osburn, 1952","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  alexandriae    O'Donoghue & de Watteville, 1939","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  aotearoa    (Gordon, 1989)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  collina    Cook, 1965","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  cristata    (Hincks, 1879)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  decorata    Guha & Gopikrishna, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  incompta    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  marsupifera    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  ortmanni    (Kluge, 1908) 1955?","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  perspicua    Gontar, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  porifera    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  quincuncialis    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  robertsonae    Soule, Soule & Chaney, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  simplex    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  sinapiformis    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  sinica    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  torquata    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  triavicularia    Soule, Soule & Chaney, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella  umbonata    (Busk, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Calvetomavella) discoidea    (Busk, 1859)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Calvetomavella) neptuni    (Jullien, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Calvetomavella) triaviculata    (Calvet, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) asymetrica    (Calvet, 1927)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) auriculata    (Hassall, 1842)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) cornuta    (Heller, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) fischeri    (Jullien, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) gautieri    Reverter-Gil & Fernandez-Pulpeiro, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) halimedae    (Gautier, 1955)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) hastata    (Hincks, 1862)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) hirsuta    (Calvet, 1927)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) hondti    Reverter-Gil & Fernandez-Pulpeiro, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) linearis    (Hassall, 1841)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) mamillata    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) sarniensis    Hayward & Thorpe, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) subsolana    Hayward & McKinney, 2002","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) teresae    Reverter-Gil & Fernandez-Pulpeiro, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Schizomavella (Schizomavella) triangularis    Reverter-Gil & Fernandez-Pulpeiro, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  artabra    Reverter-Gil, Souto & Fernández-Pulpeiro, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  bifrons    Moyano, 1965","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  bilamellata    Liu & Hu, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  brunnescens    Ortmann, 1890","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  chondra    Marcus, 1921","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  cochinensis    Menon & Nair, 1970","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  cornualis    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  costata    Kluge, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  crassirostris    (Hincks, 1883)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  crassomuralis    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  crustacea    (Smitt, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  cucullata    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  decorata    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  dunkeri    (Reuss, 1848)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  elliptica    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  elmwoodiae    Waters, 1900","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  elmwoodiae  mamillata  Kluge, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  erectorostris    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  errata    (Waters, 1878)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  erratoidea    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  fistulata    O'Donoghue & O'Donoghue, 1923","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  flexilis    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  floridana    Osburn, 1914","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  gibsonensis    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  grandicella    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  granulata    O'Donoghue & O'Donoghue, 1923","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  hesperia    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  hexagona    Nordgaard, 1905","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  inarmata    Hincks, 1884","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  incerta    Kluge, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  inconspicua    Hincks, 1891","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  japonica    Ortmann, 1890","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  kiiensis    (Okada & Mawatari, 1938)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  limbata    Lorenz, 1886","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  magnifica    Hincks, 1886","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  magniporata    Nordgaard, 1906","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  maulina    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  mutabilis    Calvet, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  neptuni    (Jullien, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  obesa    (Waters, 1900)","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  occidentalae    Soule & Soule, 1964","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  pachystega    Kluge, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  patula    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  perforata    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  proditor    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  pseudoerrata    Soule, Soule & Chaney, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  pungens    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  smitti    Kluge, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  spinosa    Souto, Reverter-Gil & Fernández-Pulpeiro, 2010","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  stelloperforata    Kluge, 1961","accepted name","Animalia","WoRMS Bryozoa"
"Schizoporella  stylifera    (Levinsen, 1886)","accepted name","Animalia","WoRMS Bryozoa"
